age,annual_income_inr,credit_score,credit_utilization_ratio,missed_payments_12m,avg_late_payment_days,monthly_transaction_count,monthly_spend_inr,cash_advance_count_6m,complaints_last_6m,failed_login_attempts_3m,account_tenure_months,debt_balance_inr,risk_status,gender_Female,gender_Male,gender_Other,region_Central,region_East,region_North,region_South,region_West,employment_type_Retired,employment_type_Salaried,employment_type_Self-Employed,employment_type_Student,employment_type_Unemployed
0.6400704386011096,2.544216232574436,0.05684672363476096,-1.3530848878116188,0.26474340765970344,-0.7440914075418376,-1.0801571386640698,1.2814903585896984,-0.7947078707704998,2.379502146731928,1.2664047782665808,0.576320040097498,1.9198133561771449,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.7021808230697297,-0.5274842531181235,-0.510176540425486,-0.28115320051356085,0.26474340765970344,-0.9344792858611234,-2.243811929309047,-1.0447685796438988,0.44702317730840607,0.8637907467503633,-0.6915143277247718,-0.6508861556893281,-0.8145772564172225,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0
-0.03105519223431007,-0.09522466139351415,0.7858766345693642,-1.081397132966489,-0.8846852617453326,-0.2817208459092862,-0.8308025406687176,0.4362573618448118,1.6887542253873118,0.8637907467503633,-0.6915143277247718,0.712676284073812,0.29131032729143197,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0
-0.7980559131890753,-0.14123218185716477,-2.0330390210444347,0.3857167431972123,1.9888864117672576,2.288515511401073,1.5796252399530208,-0.34262938891902467,0.44702317730840607,2.379502146731928,2.571684182260816,0.644498162085655,0.13702332228820716,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1
-0.03105519223431007,-0.013764652151530889,0.8668799580065423,0.11896876571290296,0.26474340765970344,1.3229769856389806,1.2471524426258844,0.5973262542950023,-0.7947078707704998,0.8637907467503633,-0.6915143277247718,-1.4349345585531337,-1.1669520429636626,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0
1.598821339794566,-0.15718890622849838,0.2026527058216816,1.1415026794027554,-0.8846852617453326,-0.7712896758731641,0.12505675164679936,-0.3540405392932388,-0.7947078707704998,-0.6519206532312012,-1.3441540297218895,0.2013403691626345,-0.7838182841279033,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0
-0.9898060934277667,0.9546905491872306,-1.0934004691731685,-1.3777837746157215,-0.8846852617453326,-1.1520654325117359,0.45752954897393566,1.7561134272517018,0.44702317730840607,0.8637907467503633,0.6137650762694633,0.9512997110323616,-1.0165201624873657,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0
-0.2228053724730014,-0.0266790438606258,1.5149065455039672,-0.4935636270288444,-0.8846852617453326,-1.1792637008430624,0.2912931503103675,0.8295886070444932,0.44702317730840607,-0.6519206532312012,-0.6915143277247718,-0.037283057795915,-0.9857611901980465,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0
-1.3733064539051494,-1.322340227444244,-0.1699625819893378,-0.46886474022474167,-0.8846852617453326,1.6765544739462255,-0.5398888430074733,-1.1935174690352033,-0.7947078707704998,0.8637907467503633,-0.03887462572765427,-1.2985783145768195,-0.9922820923233823,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0
-0.7021808230697297,0.28755045825345754,0.42946201144578033,-0.4491056307814595,-0.8846852617453326,1.3773735223016335,-1.7035436336524505,1.2408949386743526,0.44702317730840607,0.8637907467503633,0.6137650762694633,2.57053010825109,-0.021651962761627223,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0
